driver_id,joining_timestamp,city,avg_rating,total_rides,is_active,last_active_timestamp
D_144,2024-03-11 08:22:24,Hyderabad,4.3,0,True,
D_145,2025-04-03 03:18:30,Mumbai,4.6,0,False,
D_146,2025-01-26 07:39:25,Coimbatore,4.6,0,True,
D_147,2024-02-22 02:10:02,Indore,4.9,0,True,
D_148,2024-12-02 04:42:21,Bangalore,4.4,0,True,
D_149,2025-04-01 13:46:13,Delhi,4.8,0,True,
D_150,2024-05-11 07:08:05,Coimbatore,4.8,0,True,
D_151,2024-08-19 15:58:12,Indore,4.7,0,False,
D_152,2024-07-11 07:39:31,Mumbai,4.6,0,True,
D_153,2024-06-02 16:03:24,Bangalore,5.0,0,True,
D_154,2025-05-19 11:33:12,Coimbatore,3.9,0,True,
D_155,2024-09-06 17:09:40,Coimbatore,4.4,0,True,
D_156,2024-02-24 19:33:38,Coimbatore,4.4,0,True,
D_157,2024-10-31 04:25:47,Coimbatore,4.7,0,True,
D_158,2024-07-08 09:48:01,Mumbai,5.0,0,False,
D_159,2024-04-14 09:15:42,Indore,4.7,0,True,
D_160,2025-04-20 09:39:40,Hyderabad,4.5,0,True,
D_161,2025-05-14 13:13:11,Bangalore,4.2,0,True,
D_162,2024-10-01 20:56:26,Coimbatore,4.8,0,False,
D_163,2025-03-18 16:49:02,Hyderabad,4.2,0,True,
D_164,2024-01-26 22:44:32,Mumbai,4.0,0,True,
D_165,2025-06-01 12:42:28,Delhi,4.5,0,True,
D_166,2025-02-08 15:21:13,Jaipur,4.4,0,False,
D_167,2025-01-31 20:41:26,Kochi,4.9,0,True,
D_168,2024-03-18 16:54:15,Hyderabad,4.5,0,True,
D_169,2025-05-24 16:24:04,Mumbai,4.5,0,False,
D_170,2025-06-01 07:11:29,Kochi,4.7,0,True,
D_171,2025-01-07 08:27:37,Delhi,4.5,0,False,
D_172,2024-05-13 16:39:11,Jaipur,4.7,0,False,
D_173,2024-03-03 19:08:05,Jaipur,4.3,0,True,
D_174,2024-02-07 18:34:58,Indore,4.9,0,False,
D_175,2024-07-20 08:12:11,Delhi,4.8,0,True,
D_176,2024-01-06 04:08:14,Jaipur,4.6,0,True,
D_177,2024-04-25 20:37:50,Mumbai,4.5,0,True,
D_178,2025-06-26 10:54:15,Coimbatore,4.4,0,False,
D_179,2025-03-25 06:23:27,Delhi,4.5,0,True,
D_180,2024-04-15 01:40:56,Bangalore,4.1,0,True,
D_181,2024-03-19 17:29:26,Bangalore,4.1,0,True,
D_182,2025-02-02 11:27:30,Kochi,4.6,0,False,
D_183,2024-01-09 09:34:31,Indore,4.3,0,True,
D_184,2024-10-10 06:14:35,Hyderabad,4.6,0,False,
D_185,2024-06-15 09:09:14,Kochi,4.5,0,True,
D_186,2025-05-11 01:29:25,Bangalore,5.0,0,True,
D_187,2024-10-08 14:05:04,Coimbatore,5.0,0,True,
D_188,2024-08-10 13:07:54,Mumbai,4.3,0,False,
D_189,2024-03-21 17:35:53,Jaipur,4.4,0,False,
D_190,2025-06-12 09:24:29,Coimbatore,4.2,0,False,
D_191,2025-05-02 01:11:00,Jaipur,4.2,0,True,
D_192,2025-05-25 06:56:51,Hyderabad,4.9,0,True,
D_193,2024-10-19 10:04:09,Jaipur,4.4,0,True,
D_194,2024-10-20 14:16:16,Mumbai,4.8,0,True,
D_195,2024-02-06 17:59:41,Coimbatore,4.3,0,True,
D_196,2024-05-28 18:45:56,Delhi,4.2,0,True,
D_197,2025-05-19 12:30:25,Mumbai,4.3,0,True,
D_198,2025-06-24 20:05:37,Coimbatore,4.5,0,True,
D_199,2024-01-13 18:36:18,Jaipur,4.5,0,False,
D_200,2025-05-29 20:44:20,Bangalore,4.9,0,False,
D_201,2024-09-04 02:55:41,Delhi,3.9,0,False,
D_202,2025-01-14 15:56:10,Indore,4.6,0,True,
D_203,2024-07-14 11:28:50,Hyderabad,4.5,0,False,
D_204,2024-01-11 10:32:55,Coimbatore,4.0,0,True,
D_205,2024-12-12 17:28:59,Coimbatore,4.6,0,True,
D_206,2025-06-12 17:58:31,Coimbatore,4.3,0,True,
D_207,2024-06-25 20:37:57,Hyderabad,4.6,0,False,
D_208,2024-06-15 21:46:48,Jaipur,5.0,0,True,
D_209,2024-03-23 20:52:50,Bangalore,3.8,0,False,
D_210,2024-11-28 20:00:23,Delhi,4.3,0,True,
D_211,2024-04-26 13:29:47,Hyderabad,4.8,0,True,
D_212,2025-05-31 09:33:30,Hyderabad,4.4,0,False,
D_213,2024-09-07 02:51:55,Kochi,4.6,0,True,
D_214,2024-12-09 20:02:57,Hyderabad,4.5,0,True,
D_215,2024-05-07 12:17:27,Jaipur,4.4,0,True,
D_216,2024-02-23 17:32:02,Mumbai,4.3,0,True,
D_217,2025-04-23 15:34:30,Delhi,4.2,0,True,
D_218,2024-02-18 12:38:42,Delhi,4.4,0,True,
D_219,2024-12-04 20:57:14,Indore,4.4,0,True,
D_220,2025-04-26 11:33:37,Bangalore,4.3,0,False,
D_221,2024-04-30 13:38:29,Bangalore,4.3,0,True,
D_222,2024-12-19 09:54:03,Jaipur,4.4,0,True,
D_223,2025-05-06 19:59:16,Coimbatore,4.4,0,True,
D_224,2024-11-09 05:56:01,Hyderabad,4.7,0,True,
D_225,2024-11-13 05:56:07,Delhi,4.6,0,True,
D_226,2024-11-13 06:04:20,Hyderabad,4.7,0,True,
D_227,2024-11-02 20:53:58,Indore,4.4,0,True,
D_228,2024-01-13 12:31:29,Jaipur,4.3,0,True,
D_229,2025-05-10 14:19:46,Coimbatore,4.5,0,True,
D_230,2024-12-22 10:45:49,Kochi,4.1,0,True,
D_231,2024-04-08 15:59:31,Delhi,4.8,0,True,
D_232,2024-02-04 10:43:11,Indore,4.3,0,True,
D_233,2024-12-03 15:01:42,Kochi,4.7,0,True,
D_234,2024-12-07 16:04:01,Indore,4.3,0,False,
D_235,2024-02-21 15:26:43,Indore,4.6,0,True,
D_236,2025-06-03 19:13:12,Indore,4.3,0,True,
D_237,2024-07-11 07:11:37,Delhi,4.1,0,True,
D_238,2024-02-26 11:12:03,Mumbai,4.7,0,True,
D_239,2024-07-22 18:29:57,Bangalore,4.5,0,True,
D_240,2024-02-03 17:46:36,Delhi,4.9,0,True,
D_241,2024-11-03 17:19:55,Bangalore,5.0,0,False,
D_242,2024-12-08 20:54:52,Hyderabad,4.5,0,True,
D_243,2024-07-22 17:57:16,Coimbatore,4.4,0,True,
D_244,2024-05-19 07:47:21,Bangalore,4.2,0,True,
D_245,2024-03-13 10:08:26,Indore,4.6,0,False,
D_246,2024-02-04 07:09:18,Kochi,4.6,0,False,
D_247,2025-06-13 06:35:57,Delhi,4.6,0,True,
D_248,2025-06-19 14:03:28,Mumbai,4.5,0,True,
D_249,2025-01-06 14:09:57,Mumbai,4.5,0,False,
D_250,2024-08-16 10:05:55,Kochi,3.9,0,True,
D_251,2024-12-31 06:14:24,Jaipur,4.4,0,False,
D_252,2025-03-12 10:04:42,Delhi,4.9,0,True,
D_253,2025-04-07 17:35:01,Kochi,4.3,0,True,
D_254,2024-02-10 08:51:27,Hyderabad,5.0,0,False,
D_255,2024-09-15 19:17:23,Jaipur,4.6,0,True,
D_256,2024-12-31 07:23:28,Bangalore,4.6,0,False,
D_257,2024-09-01 19:37:24,Jaipur,4.7,0,True,
D_258,2025-04-18 18:16:10,Coimbatore,4.4,0,True,
D_259,2024-12-09 08:20:01,Delhi,4.3,0,True,
D_260,2025-06-11 19:02:43,Jaipur,4.7,0,True,
D_261,2025-01-07 06:58:22,Hyderabad,4.3,0,True,
D_262,2025-02-28 06:02:20,Bangalore,4.6,0,True,
D_263,2024-10-25 16:45:38,Mumbai,3.5,0,True,
D_264,2025-02-10 18:40:42,Jaipur,4.3,0,True,
D_265,2024-05-05 12:18:11,Mumbai,4.5,0,False,
D_266,2024-08-19 18:22:22,Bangalore,4.3,0,True,
D_267,2024-02-04 19:13:33,Kochi,4.3,0,False,
D_268,2025-01-05 22:39:58,Delhi,5.0,0,False,
D_269,2024-09-25 08:33:13,Mumbai,4.3,0,True,
D_270,2024-05-05 11:38:13,Jaipur,4.4,0,True,
D_271,2024-03-10 08:59:46,Bangalore,3.9,0,False,
D_272,2024-11-29 10:27:09,Kochi,4.0,0,False,
D_273,2024-02-16 11:40:37,Bangalore,5.0,0,True,
D_274,2025-01-09 14:10:49,Indore,3.7,0,True,
D_275,2024-06-17 07:54:57,Indore,4.7,0,True,
D_276,2025-06-20 23:31:16,Indore,4.5,0,True,
D_277,2025-06-05 14:58:00,Jaipur,4.8,0,True,
D_278,2025-02-09 07:22:19,Indore,5.0,0,True,
D_279,2025-06-13 10:12:28,Delhi,4.7,0,True,
D_280,2024-01-25 17:05:09,Hyderabad,4.4,0,False,
D_281,2024-12-21 04:16:22,Kochi,4.6,0,True,
D_282,2024-02-02 12:54:51,Delhi,4.5,0,True,
D_283,2025-06-10 13:55:31,Hyderabad,4.4,0,True,
D_284,2024-10-17 18:58:04,Delhi,5.0,0,False,
D_285,2025-06-17 09:43:02,Kochi,3.9,0,True,
D_286,2024-02-02 20:53:56,Hyderabad,4.4,0,True,
D_287,2025-01-19 14:12:47,Hyderabad,3.9,0,False,
D_288,2025-06-24 09:12:47,Bangalore,4.8,0,True,
D_289,2024-06-13 19:25:54,Jaipur,4.4,0,True,
D_290,2025-03-31 19:40:57,Coimbatore,4.8,0,True,
D_291,2024-08-02 04:54:31,Jaipur,4.1,0,True,
D_292,2024-12-28 06:22:14,Hyderabad,4.5,0,True,
D_293,2024-12-26 01:03:06,Delhi,4.6,0,True,
D_294,2024-05-30 18:35:23,Indore,4.5,0,False,
D_295,2024-12-08 20:22:05,Kochi,4.3,0,True,
D_296,2025-06-29 20:29:24,Mumbai,4.9,0,False,
D_297,2024-02-25 13:34:36,Delhi,5.0,0,True,
D_298,2025-01-19 18:14:24,Bangalore,4.5,0,True,
D_299,2025-06-30 14:12:21,Indore,4.3,0,True,
D_300,2024-02-29 17:11:38,Bangalore,4.1,0,True,
D_301,2024-11-14 19:23:28,Kochi,4.0,0,True,
D_302,2024-12-21 11:09:10,Bangalore,4.8,0,True,
D_303,2025-06-25 14:54:05,Bangalore,4.5,0,True,
D_304,2025-03-24 13:27:18,Delhi,4.3,0,True,
D_305,2025-06-07 19:23:16,Kochi,5.0,0,False,
D_306,2024-07-20 01:02:01,Delhi,4.0,0,True,
D_307,2024-12-05 08:20:43,Mumbai,4.0,0,True,
D_308,2024-09-03 11:32:08,Indore,4.7,0,True,
D_309,2024-02-05 14:40:28,Coimbatore,4.0,0,True,
D_310,2025-04-15 14:14:20,Delhi,4.7,0,False,
D_311,2025-02-04 18:58:53,Bangalore,4.4,0,True,
D_312,2024-05-03 17:23:48,Kochi,4.5,0,True,
D_313,2025-01-10 12:14:18,Mumbai,4.0,0,True,
D_314,2025-04-01 06:27:58,Jaipur,4.3,0,False,
D_315,2025-04-17 06:09:07,Hyderabad,4.5,0,True,
D_316,2025-04-30 12:23:28,Mumbai,4.5,0,False,
D_317,2024-03-07 06:26:40,Bangalore,4.6,0,True,
D_318,2024-05-27 17:40:33,Jaipur,4.8,0,False,
D_319,2025-03-16 17:32:27,Kochi,4.5,0,True,
D_320,2025-03-21 10:20:23,Bangalore,3.9,0,False,
D_321,2024-05-08 09:09:43,Kochi,4.5,0,True,
D_322,2024-10-20 12:46:10,Indore,4.7,0,False,
D_323,2024-12-10 20:38:32,Bangalore,4.4,0,True,
D_324,2025-05-14 18:33:47,Delhi,4.5,0,True,
D_325,2024-07-23 08:45:53,Delhi,4.7,0,True,
D_326,2024-01-23 15:59:14,Bangalore,4.3,0,True,
D_327,2024-07-16 15:42:45,Bangalore,4.3,0,True,
D_328,2025-01-29 19:01:36,Delhi,4.4,0,True,
D_329,2024-02-08 13:31:22,Jaipur,4.5,0,False,
D_330,2024-11-19 13:52:28,Bangalore,4.7,0,True,
D_331,2025-04-15 08:12:41,Mumbai,4.5,0,True,
D_332,2025-05-09 12:01:45,Delhi,4.9,0,False,
D_333,2024-01-21 09:37:50,Hyderabad,5.0,0,False,
D_334,2024-04-20 09:48:32,Hyderabad,4.5,0,False,
D_335,2024-07-01 07:00:06,Jaipur,4.6,0,True,
D_336,2025-02-10 13:54:21,Coimbatore,4.3,0,True,
D_337,2024-05-13 13:57:46,Indore,4.3,0,True,
D_338,2024-04-27 08:13:54,Hyderabad,4.4,0,True,
D_339,2025-02-04 14:38:40,Jaipur,4.7,0,False,
D_340,2024-05-31 03:33:21,Delhi,4.3,0,False,
D_341,2024-06-25 19:14:11,Hyderabad,4.0,0,True,
D_342,2024-10-23 08:22:13,Coimbatore,4.3,0,True,
D_343,2024-08-27 14:32:07,Jaipur,4.7,0,True,
D_344,2025-03-16 18:48:05,Delhi,5.0,0,False,
D_345,2024-03-23 08:52:46,Bangalore,4.9,0,True,
D_346,2024-05-15 16:04:16,Indore,5.0,0,True,
D_347,2025-01-28 07:26:44,Indore,4.2,0,True,
D_348,2025-01-05 09:46:37,Coimbatore,4.3,0,False,
D_349,2024-03-15 12:38:49,Kochi,5.0,0,True,
D_350,2025-03-25 07:45:38,Jaipur,4.9,0,True,
D_351,2024-01-26 12:58:40,Hyderabad,4.7,0,True,
D_352,2024-10-13 15:12:50,Kochi,4.9,0,True,
D_353,2024-02-13 11:51:32,Indore,4.0,0,True,
D_354,2025-02-07 08:13:01,Jaipur,4.5,0,True,
D_355,2025-01-31 17:33:56,Bangalore,4.6,0,True,
D_356,2024-04-08 16:29:53,Delhi,5.0,0,True,
D_357,2024-09-17 20:50:15,Kochi,4.4,0,True,
D_358,2024-01-04 17:50:42,Mumbai,4.5,0,True,
D_359,2024-05-03 13:55:19,Kochi,4.5,0,True,
D_360,2024-06-13 08:10:06,Coimbatore,4.6,0,True,
D_361,2024-10-15 13:31:36,Kochi,4.1,0,True,
D_362,2024-09-18 10:10:06,Bangalore,5.0,0,False,
D_363,2025-03-25 17:02:03,Coimbatore,4.9,0,True,
D_364,2025-01-13 17:25:47,Hyderabad,4.4,0,True,
D_365,2024-07-31 09:52:15,Coimbatore,4.5,0,False,
D_366,2024-07-09 09:28:43,Coimbatore,4.1,0,False,
D_367,2024-04-24 23:29:39,Hyderabad,4.4,0,True,
D_368,2024-12-18 09:26:08,Kochi,4.4,0,True,
D_369,2024-09-27 11:31:04,Delhi,4.7,0,True,
D_370,2024-02-10 16:40:18,Bangalore,4.3,0,False,
D_371,2025-05-06 17:10:22,Indore,4.2,0,True,
D_372,2024-04-12 05:00:22,Kochi,4.3,0,True,
D_373,2024-04-25 05:55:12,Indore,4.4,0,True,
D_374,2025-03-23 11:50:40,Delhi,4.6,0,True,
D_375,2025-05-31 20:15:05,Indore,4.6,0,False,
D_376,2024-01-31 18:13:00,Mumbai,5.0,0,True,
D_377,2024-02-18 12:35:38,Bangalore,4.7,0,True,
D_378,2025-01-02 16:36:55,Jaipur,4.8,0,True,
D_379,2024-08-01 18:39:58,Kochi,4.2,0,True,
D_380,2024-06-28 13:20:50,Bangalore,4.6,0,True,
D_381,2024-09-20 10:13:16,Jaipur,4.3,0,True,
D_382,2024-01-12 14:01:53,Bangalore,4.5,0,True,
D_383,2024-12-22 11:57:57,Jaipur,4.8,0,True,
D_384,2024-02-20 03:43:37,Mumbai,4.8,0,True,
D_385,2024-11-04 13:49:19,Kochi,4.6,0,True,
D_386,2024-11-30 13:39:48,Hyderabad,4.7,0,True,
D_387,2024-03-30 11:42:13,Hyderabad,4.8,0,True,
D_388,2024-12-27 05:14:46,Coimbatore,3.7,0,True,
D_389,2025-06-11 11:57:05,Mumbai,4.5,0,False,
D_390,2025-03-11 07:22:49,Jaipur,4.2,0,True,
D_391,2024-11-18 14:14:27,Indore,4.5,0,True,
D_392,2024-05-12 06:54:10,Mumbai,5.0,0,True,
D_393,2024-02-11 05:15:43,Hyderabad,4.9,0,True,
D_394,2024-09-20 09:04:08,Jaipur,4.9,0,True,
D_395,2025-03-12 05:33:35,Hyderabad,4.7,0,False,
D_396,2024-02-09 11:04:31,Mumbai,4.2,0,True,
D_397,2025-01-05 08:07:42,Indore,4.3,0,True,
D_398,2025-06-08 06:40:36,Mumbai,3.9,0,True,
D_399,2024-01-31 12:31:34,Indore,5.0,0,True,
D_400,2024-11-20 20:40:38,Bangalore,4.4,0,False,
D_401,2024-03-31 08:44:42,Indore,4.7,0,False,
D_402,2024-11-13 17:54:01,Bangalore,5.0,0,True,
D_403,2024-04-20 17:09:42,Coimbatore,4.4,0,False,
D_404,2025-05-25 16:48:40,Mumbai,4.3,0,True,
D_405,2025-05-15 18:56:36,Hyderabad,4.0,0,True,
D_406,2024-12-18 20:15:32,Jaipur,4.4,0,True,
D_407,2025-04-02 18:43:01,Coimbatore,4.1,0,True,
D_408,2024-02-29 14:34:34,Coimbatore,4.2,0,True,
D_409,2025-05-05 10:52:03,Hyderabad,4.8,0,False,
D_410,2024-01-05 03:15:32,Coimbatore,4.3,0,True,
D_411,2024-02-17 17:51:27,Mumbai,5.0,0,False,
D_412,2025-04-16 12:38:27,Kochi,4.4,0,True,
D_413,2024-08-06 13:55:57,Jaipur,4.8,0,True,
D_414,2025-04-23 14:18:18,Kochi,4.3,0,True,
D_415,2025-01-24 06:43:22,Jaipur,4.2,0,True,
D_416,2024-10-05 10:03:14,Coimbatore,4.2,0,False,
D_417,2024-07-02 11:31:05,Hyderabad,4.4,0,True,
D_418,2024-12-04 09:17:29,Kochi,4.6,0,True,
D_419,2024-09-25 19:24:10,Coimbatore,4.7,0,True,
D_420,2024-11-28 10:11:15,Hyderabad,4.3,0,True,
D_421,2024-06-19 16:36:39,Mumbai,4.0,0,False,
D_422,2024-04-23 14:18:08,Hyderabad,4.7,0,True,
D_423,2024-04-25 17:35:38,Hyderabad,4.9,0,True,
D_424,2024-03-07 06:36:05,Indore,4.3,0,False,
D_425,2024-08-22 17:23:03,Mumbai,4.6,0,True,
D_426,2025-05-26 12:23:52,Delhi,4.4,0,True,
D_427,2025-02-10 19:06:05,Indore,4.6,0,True,
D_428,2024-03-30 14:07:18,Indore,4.9,0,True,
D_429,2025-02-10 18:22:02,Delhi,4.3,0,True,
D_430,2024-09-11 20:05:17,Bangalore,4.3,0,True,
D_431,2024-07-13 14:51:47,Kochi,3.9,0,True,
D_432,2025-06-17 20:57:11,Indore,4.3,0,True,
D_433,2025-06-07 19:24:21,Coimbatore,4.1,0,True,
D_434,2025-02-18 09:38:37,Delhi,4.2,0,True,
D_435,2025-01-19 13:41:03,Kochi,5.0,0,True,
D_436,2025-03-06 19:47:17,Bangalore,4.7,0,False,
D_437,2024-02-18 13:09:37,Coimbatore,4.9,0,False,
