user_id,signup_timestamp,city,user_segment,total_rides,is_active,last_ride_timestamp
U_141,2024-01-14 09:45:36,Bangalore,new,0,True,2025-04-12 09:45:36
U_142,2025-04-16 02:13:43,Bangalore,new,0,True,2025-06-27 00:00:00
U_143,2024-12-26 17:00:35,Mumbai,regular,0,True,2025-06-30 00:00:00
U_144,2025-01-08 06:12:53,Mumbai,new,0,True,2025-06-30 00:00:00
U_145,2024-10-12 22:10:53,Jaipur,regular,0,False,2025-06-30 00:00:00
U_146,2025-05-08 17:29:58,Hyderabad,new,0,True,2025-06-30 00:00:00
U_147,2025-02-07 11:35:24,Delhi,new,0,True,2025-06-30 00:00:00
U_148,2025-04-15 18:52:31,Hyderabad,power,0,True,2025-06-30 00:00:00
U_149,2024-08-28 16:29:28,Bangalore,new,0,False,2025-06-30 00:00:00
U_150,2024-01-25 16:37:19,Bangalore,new,0,True,2025-04-13 16:37:19
U_151,2025-03-06 07:16:43,Bangalore,new,0,True,2025-06-29 00:00:00
U_152,2024-01-03 11:53:22,Mumbai,power,0,False,2025-02-12 11:53:22
U_153,2025-02-19 14:29:59,Jaipur,regular,0,True,2025-06-30 00:00:00
U_154,2024-06-24 20:40:05,Kochi,power,0,True,2025-06-30 00:00:00
U_155,2024-12-12 12:37:00,Delhi,power,0,True,2025-06-30 00:00:00
U_156,2024-06-21 06:32:44,Indore,new,0,True,2025-06-30 00:00:00
U_157,2025-04-27 14:41:43,Delhi,power,0,True,2025-06-30 00:00:00
U_158,2025-06-24 03:07:07,Kochi,power,0,True,2025-06-30 00:00:00
U_159,2024-05-13 17:46:36,Indore,regular,0,True,2025-06-29 00:00:00
U_160,2024-08-13 09:50:40,Indore,regular,0,True,2025-06-29 00:00:00
U_161,2024-02-29 07:49:03,Hyderabad,regular,0,False,2025-06-26 00:00:00
U_162,2025-02-28 09:38:51,Hyderabad,power,0,True,2025-06-30 00:00:00
U_163,2024-09-06 11:30:51,Bangalore,new,0,True,2025-06-28 00:00:00
U_164,2024-01-31 07:30:16,Bangalore,new,0,True,2025-05-27 07:30:16
U_165,2024-05-21 06:11:33,Jaipur,power,0,True,2025-06-28 00:00:00
U_166,2024-08-06 20:10:59,Delhi,regular,0,False,2025-06-30 00:00:00
U_167,2025-01-04 08:52:19,Kochi,power,0,False,2025-06-30 00:00:00
U_168,2024-09-19 03:22:23,Hyderabad,power,0,True,2025-06-30 00:00:00
U_169,2024-03-09 16:17:16,Indore,regular,0,True,2025-04-19 16:17:16
U_170,2025-03-03 17:02:36,Mumbai,regular,0,True,2025-06-29 00:00:00
U_171,2024-11-12 12:18:21,Mumbai,regular,0,True,2025-06-28 12:18:21
U_172,2025-05-18 15:03:30,Bangalore,power,0,True,2025-06-30 00:00:00
U_173,2024-02-25 20:03:39,Jaipur,power,0,True,2025-06-10 20:03:39
U_174,2025-05-01 17:06:22,Mumbai,power,0,True,2025-06-30 00:00:00
U_175,2024-04-21 19:05:59,Indore,regular,0,False,2025-06-23 00:00:00
U_176,2024-02-21 12:58:54,Delhi,regular,0,True,2025-03-24 12:58:54
U_177,2024-12-09 16:29:30,Hyderabad,new,0,True,2025-06-30 00:00:00
U_178,2024-02-03 07:51:33,Indore,new,0,True,2025-03-27 07:51:33
U_179,2024-11-26 11:31:30,Jaipur,regular,0,True,2025-06-27 00:00:00
U_180,2024-08-17 06:19:08,Mumbai,new,0,False,2025-06-30 00:00:00
U_181,2024-07-31 09:23:48,Delhi,new,0,True,2025-06-30 00:00:00
U_182,2024-05-15 08:51:14,Delhi,power,0,True,2025-06-26 00:00:00
U_183,2024-11-19 16:05:07,Delhi,new,0,True,2025-06-30 00:00:00
U_184,2024-07-16 06:07:44,Hyderabad,power,0,True,2025-06-28 06:07:44
U_185,2024-07-28 06:09:20,Jaipur,power,0,True,2025-06-26 00:00:00
U_186,2024-06-07 19:07:59,Coimbatore,regular,0,False,2025-06-30 00:00:00
U_187,2024-05-11 12:12:13,Delhi,new,0,True,2025-06-30 00:00:00
U_188,2024-08-18 16:28:40,Coimbatore,regular,0,True,2025-06-30 00:00:00
U_189,2024-11-29 18:47:30,Hyderabad,new,0,True,2025-06-29 00:00:00
U_190,2025-01-26 20:37:01,Bangalore,regular,0,True,2025-06-30 00:00:00
U_191,2024-09-06 01:36:48,Bangalore,new,0,False,2025-06-27 00:00:00
U_192,2024-07-29 06:26:03,Bangalore,new,0,True,2025-06-27 00:00:00
U_193,2024-08-13 14:37:49,Indore,new,0,True,2025-06-28 00:00:00
U_194,2024-02-07 06:08:39,Coimbatore,new,0,True,2025-06-18 06:08:39
U_195,2024-01-15 07:25:46,Indore,new,0,False,2025-04-07 07:25:46
U_196,2025-05-10 08:56:34,Bangalore,power,0,True,2025-06-30 00:00:00
U_197,2024-05-23 18:36:45,Mumbai,regular,0,True,2025-06-26 00:00:00
U_198,2024-07-04 21:11:25,Delhi,regular,0,True,2025-06-29 00:00:00
U_199,2024-02-16 19:34:11,Bangalore,regular,0,True,2025-06-26 19:34:11
U_200,2024-08-01 10:29:42,Jaipur,new,0,True,2025-06-30 00:00:00
U_201,2024-09-29 12:41:36,Kochi,new,0,True,2025-06-30 00:00:00
U_202,2024-02-28 07:43:03,Bangalore,power,0,True,2025-05-13 07:43:03
U_203,2024-06-05 11:51:23,Hyderabad,new,0,False,2025-06-27 00:00:00
U_204,2024-01-30 09:23:33,Coimbatore,new,0,True,2025-06-01 09:23:33
U_205,2024-08-15 19:38:24,Kochi,power,0,True,2025-06-29 19:38:24
U_206,2025-03-04 17:06:08,Delhi,power,0,True,2025-06-30 00:00:00
U_207,2024-02-21 06:21:56,Bangalore,regular,0,True,2025-06-26 00:00:00
U_208,2024-09-09 18:41:52,Kochi,regular,0,False,2025-06-28 00:00:00
U_209,2024-11-04 07:25:25,Kochi,regular,0,True,2025-06-30 00:00:00
U_210,2025-01-31 07:39:28,Indore,power,0,False,2025-06-29 00:00:00
U_211,2024-06-26 08:47:04,Mumbai,power,0,False,2025-06-29 00:00:00
U_212,2025-03-01 07:58:58,Bangalore,regular,0,True,2025-06-29 00:00:00
U_213,2024-11-29 01:49:14,Delhi,power,0,True,2025-06-30 00:00:00
U_214,2024-10-29 06:03:22,Mumbai,new,0,True,2025-06-27 00:00:00
U_215,2024-11-03 17:48:49,Delhi,new,0,False,2025-06-30 00:00:00
U_216,2025-03-17 13:45:18,Indore,regular,0,False,2025-06-30 00:00:00
U_217,2025-03-04 14:20:11,Kochi,power,0,True,2025-06-30 00:00:00
U_218,2024-12-12 08:05:19,Mumbai,new,0,True,2025-06-30 00:00:00
U_219,2024-08-26 15:48:14,Hyderabad,regular,0,False,2025-06-27 00:00:00
U_220,2024-07-13 23:18:45,Bangalore,new,0,True,2025-06-30 00:00:00
U_221,2025-02-08 11:12:23,Coimbatore,power,0,True,2025-06-30 00:00:00
U_222,2025-02-18 08:01:00,Jaipur,regular,0,True,2025-06-30 00:00:00
U_223,2024-03-25 19:12:34,Kochi,regular,0,True,2025-06-23 00:00:00
U_224,2025-05-16 07:36:44,Delhi,regular,0,True,2025-06-30 00:00:00
U_225,2024-05-10 16:30:55,Bangalore,new,0,True,2025-06-23 00:00:00
U_226,2024-02-05 20:05:11,Coimbatore,power,0,True,2025-05-03 20:05:11
U_227,2025-01-28 02:34:56,Bangalore,power,0,False,2025-06-30 00:00:00
U_228,2025-05-05 18:17:57,Delhi,new,0,True,2025-06-30 00:00:00
U_229,2024-11-29 08:18:06,Delhi,new,0,True,2025-06-30 00:00:00
U_230,2025-03-05 04:26:44,Mumbai,new,0,True,2025-06-29 00:00:00
U_231,2024-09-26 08:03:48,Hyderabad,power,0,True,2025-06-30 00:00:00
U_232,2024-09-16 11:06:36,Coimbatore,regular,0,False,2025-06-28 00:00:00
U_233,2024-10-21 17:32:03,Mumbai,power,0,True,2025-06-30 00:00:00
U_234,2024-06-15 14:56:45,Bangalore,regular,0,True,2025-06-30 00:00:00
U_235,2025-03-30 14:36:20,Jaipur,power,0,True,2025-06-30 00:00:00
U_236,2025-03-18 04:39:54,Hyderabad,power,0,True,2025-06-29 00:00:00
U_237,2024-08-13 01:24:09,Bangalore,new,0,True,2025-06-30 00:00:00
U_238,2025-03-29 06:28:41,Jaipur,regular,0,True,2025-06-30 00:00:00
U_239,2024-02-28 18:43:58,Coimbatore,new,0,True,2025-05-14 18:43:58
U_240,2025-06-21 17:06:55,Kochi,regular,0,True,2025-06-29 00:00:00
U_241,2024-04-01 17:46:20,Hyderabad,power,0,False,2025-06-27 00:00:00
U_242,2024-08-02 15:19:37,Coimbatore,regular,0,True,2025-06-29 00:00:00
U_243,2025-02-03 20:32:33,Coimbatore,power,0,False,2025-06-29 00:00:00
U_244,2024-09-20 18:51:02,Kochi,power,0,False,2025-06-30 00:00:00
U_245,2024-12-02 19:37:03,Mumbai,regular,0,True,2025-06-30 00:00:00
U_246,2025-05-15 15:51:25,Jaipur,regular,0,False,2025-06-30 00:00:00
U_247,2024-12-24 06:01:59,Kochi,new,0,True,2025-06-27 00:00:00
U_248,2024-11-14 13:21:37,Bangalore,regular,0,True,2025-06-26 00:00:00
U_249,2024-09-14 17:41:56,Coimbatore,new,0,False,2025-06-30 00:00:00
U_250,2024-07-31 21:48:11,Delhi,regular,0,False,2025-06-26 21:48:11
U_251,2024-01-27 12:20:24,Bangalore,power,0,True,2025-05-28 12:20:24
U_252,2024-01-15 09:51:48,Delhi,power,0,True,2025-05-23 09:51:48
U_253,2024-11-04 16:01:42,Delhi,regular,0,False,2025-06-30 00:00:00
U_254,2024-12-15 12:12:25,Jaipur,regular,0,True,2025-06-29 12:12:25
U_255,2025-04-07 11:37:30,Delhi,power,0,True,2025-06-27 00:00:00
U_256,2025-05-15 16:54:31,Delhi,power,0,True,2025-06-30 00:00:00
U_257,2024-12-31 17:34:08,Kochi,power,0,True,2025-06-30 00:00:00
U_258,2024-09-29 09:31:27,Jaipur,power,0,False,2025-06-27 09:31:27
U_259,2025-02-13 17:26:59,Hyderabad,power,0,True,2025-06-30 00:00:00
U_260,2024-05-02 10:54:10,Bangalore,power,0,True,2025-06-30 00:00:00
U_261,2025-04-05 18:22:23,Bangalore,new,0,False,2025-06-30 00:00:00
U_262,2024-05-08 07:24:08,Hyderabad,regular,0,False,2025-06-29 00:00:00
U_263,2025-04-26 12:53:04,Indore,regular,0,False,2025-06-30 00:00:00
U_264,2025-01-05 11:35:23,Jaipur,power,0,True,2025-06-30 00:00:00
U_265,2024-11-18 12:14:03,Jaipur,new,0,True,2025-06-30 00:00:00
U_266,2025-03-04 06:39:59,Kochi,regular,0,True,2025-06-30 00:00:00
U_267,2025-01-04 09:54:58,Delhi,new,0,False,2025-06-30 00:00:00
U_268,2025-06-11 19:01:27,Delhi,new,0,True,2025-06-29 00:00:00
U_269,2025-03-17 15:05:57,Mumbai,regular,0,True,2025-06-29 00:00:00
U_270,2024-05-18 19:41:07,Indore,power,0,True,2025-06-29 00:00:00
U_271,2024-11-03 17:32:31,Kochi,regular,0,True,2025-06-30 00:00:00
U_272,2025-06-20 12:14:13,Jaipur,regular,0,False,2025-06-30 00:00:00
U_273,2024-08-28 20:48:44,Indore,regular,0,True,2025-06-29 00:00:00
U_274,2024-11-19 14:47:30,Mumbai,regular,0,True,2025-06-30 00:00:00
U_275,2024-09-08 06:52:56,Coimbatore,new,0,False,2025-06-28 00:00:00
U_276,2025-02-19 12:15:49,Hyderabad,regular,0,True,2025-06-30 00:00:00
U_277,2025-03-27 17:17:18,Indore,new,0,True,2025-06-30 00:00:00
U_278,2024-05-19 06:05:02,Jaipur,new,0,True,2025-06-20 00:00:00
U_279,2024-10-07 12:54:18,Indore,power,0,False,2025-06-29 00:00:00
U_280,2025-02-14 18:18:37,Indore,new,0,True,2025-06-30 00:00:00
U_281,2024-05-24 06:49:57,Coimbatore,new,0,False,2025-06-29 00:00:00
U_282,2024-09-15 19:28:02,Indore,regular,0,True,2025-06-30 00:00:00
U_283,2024-12-20 06:01:47,Coimbatore,power,0,False,2025-06-30 00:00:00
U_284,2024-01-14 04:36:50,Bangalore,power,0,True,2025-05-25 04:36:50
U_285,2024-08-19 18:35:09,Kochi,new,0,True,2025-06-30 00:00:00
U_286,2024-06-22 20:51:39,Coimbatore,power,0,True,2025-06-24 00:00:00
U_287,2024-10-31 19:13:58,Mumbai,new,0,False,2025-06-22 00:00:00
U_288,2025-01-24 00:49:16,Coimbatore,regular,0,False,2025-06-29 00:49:16
U_289,2024-07-24 07:10:22,Delhi,regular,0,True,2025-06-30 00:00:00
U_290,2024-03-31 20:01:57,Indore,power,0,True,2025-05-20 20:01:57
U_291,2024-11-04 10:25:59,Bangalore,new,0,True,2025-06-30 00:00:00
U_292,2024-08-01 19:49:54,Kochi,regular,0,True,2025-06-29 00:00:00
U_293,2024-03-05 10:19:45,Indore,power,0,True,2025-06-30 00:00:00
U_294,2025-02-10 10:25:30,Kochi,new,0,True,2025-06-30 00:00:00
U_295,2025-06-18 08:15:59,Jaipur,power,0,True,2025-06-30 00:00:00
U_296,2024-12-16 19:15:44,Coimbatore,new,0,False,2025-06-30 00:00:00
U_297,2024-01-21 20:40:24,Coimbatore,regular,0,True,2025-04-12 20:40:24
U_298,2024-11-14 17:14:53,Mumbai,regular,0,True,2025-06-30 00:00:00
U_299,2025-06-11 02:58:00,Jaipur,new,0,True,2025-06-30 00:00:00
U_300,2024-03-30 09:16:02,Kochi,regular,0,True,2025-06-29 00:00:00
U_301,2024-10-21 09:59:03,Kochi,new,0,False,2025-06-30 00:00:00
U_302,2024-01-19 16:32:28,Indore,regular,0,True,2025-05-20 16:32:28
U_303,2024-07-10 08:33:57,Hyderabad,power,0,False,2025-06-27 00:00:00
U_304,2024-09-22 08:49:35,Kochi,new,0,True,2025-06-27 00:00:00
U_305,2024-06-30 08:25:06,Jaipur,new,0,True,2025-06-30 00:00:00
U_306,2025-01-28 07:20:03,Mumbai,new,0,True,2025-06-29 00:00:00
U_307,2024-12-18 20:59:58,Jaipur,new,0,True,2025-06-30 00:00:00
U_308,2024-02-10 17:03:18,Coimbatore,regular,0,True,2025-05-07 17:03:18
U_309,2025-06-06 13:55:28,Indore,regular,0,False,2025-06-30 00:00:00
U_310,2025-06-15 18:44:45,Kochi,power,0,False,2025-06-30 00:00:00
U_311,2024-01-28 19:48:24,Indore,new,0,True,2025-06-04 19:48:24
U_312,2024-02-12 11:40:56,Jaipur,power,0,False,2025-06-21 11:40:56
U_313,2025-05-31 14:35:14,Bangalore,power,0,False,2025-06-30 00:00:00
U_314,2024-02-04 18:48:13,Indore,power,0,True,2025-06-10 18:48:13
U_315,2025-02-26 08:55:56,Coimbatore,new,0,False,2025-06-30 00:00:00
U_316,2024-02-21 13:20:24,Kochi,power,0,True,2025-03-26 13:20:24
U_317,2024-08-02 22:00:07,Coimbatore,power,0,True,2025-06-28 00:00:00
U_318,2025-03-03 10:12:27,Mumbai,regular,0,True,2025-06-30 00:00:00
U_319,2024-11-21 14:37:25,Bangalore,power,0,True,2025-06-29 00:00:00
U_320,2024-02-12 06:05:58,Bangalore,regular,0,False,2025-06-15 06:05:58
U_321,2025-02-18 12:59:36,Bangalore,power,0,True,2025-06-30 00:00:00
U_322,2025-04-11 20:29:14,Bangalore,power,0,True,2025-06-29 00:00:00
U_323,2025-05-18 14:11:24,Kochi,new,0,False,2025-06-30 00:00:00
U_324,2024-10-05 09:20:28,Hyderabad,new,0,True,2025-06-29 00:00:00
U_325,2024-09-18 18:16:23,Mumbai,power,0,True,2025-06-30 00:00:00
U_326,2025-02-27 11:38:42,Bangalore,power,0,True,2025-06-30 00:00:00
U_327,2024-11-12 08:34:13,Kochi,power,0,True,2025-06-30 00:00:00
U_328,2025-04-09 11:57:03,Indore,new,0,True,2025-06-29 00:00:00
U_329,2024-11-01 15:02:50,Hyderabad,new,0,True,2025-06-29 00:00:00
U_330,2024-08-17 19:04:47,Delhi,power,0,True,2025-06-21 00:00:00
